point_id,rot_x,rot_y,rot_z,optimal_thresholds,optimal_lod
0.0,0.0,0.0,-30.0,0.0450027,3
0.0,0.0,0.0,0.0,0.0450027,3
0.0,0.0,0.0,30.0,0.0450027,3
0.0,0.0,90.0,-30.0,0.0450027,3
0.0,0.0,90.0,0.0,0.0450027,3
0.0,0.0,90.0,30.0,0.0450027,3
0.0,0.0,180.0,-30.0,0.3040960,0
0.0,0.0,180.0,0.0,0.3040960,0
0.0,0.0,180.0,30.0,0.3040960,0
0.0,0.0,270.0,-30.0,0.3040960,0
0.0,0.0,270.0,0.0,0.3040960,0
0.0,0.0,270.0,30.0,0.3040960,0
1.0,0.0,0.0,-30.0,0.0450027,3
1.0,0.0,0.0,0.0,0.0450027,3
1.0,0.0,0.0,30.0,0.0450027,3
1.0,0.0,90.0,-30.0,0.1292978,1
1.0,0.0,90.0,0.0,0.0450027,3
1.0,0.0,90.0,30.0,0.0450027,3
1.0,0.0,180.0,-30.0,0.3040960,0
1.0,0.0,180.0,0.0,0.3040960,0
1.0,0.0,180.0,30.0,0.3040960,0
1.0,0.0,270.0,-30.0,0.3040960,0
1.0,0.0,270.0,0.0,0.3040960,0
1.0,0.0,270.0,30.0,0.3040960,0
2.0,0.0,0.0,-30.0,0.0450027,3
2.0,0.0,0.0,0.0,0.0450027,3
2.0,0.0,0.0,30.0,0.0450027,3
2.0,0.0,90.0,-30.0,0.0450027,3
2.0,0.0,90.0,0.0,0.0450027,3
2.0,0.0,90.0,30.0,0.0450027,3
2.0,0.0,180.0,-30.0,0.3040960,0
2.0,0.0,180.0,0.0,0.3040960,0
2.0,0.0,180.0,30.0,0.3040960,0
2.0,0.0,270.0,-30.0,0.3040960,0
2.0,0.0,270.0,0.0,0.3040960,0
2.0,0.0,270.0,30.0,0.3040960,0
3.0,0.0,0.0,-30.0,0.0450027,3
3.0,0.0,0.0,0.0,0.0450027,3
3.0,0.0,0.0,30.0,0.0450027,3
3.0,0.0,90.0,-30.0,0.0450027,3
3.0,0.0,90.0,0.0,0.0450027,3
3.0,0.0,90.0,30.0,0.0450027,3
3.0,0.0,180.0,-30.0,0.3040960,0
3.0,0.0,180.0,0.0,0.3040960,0
3.0,0.0,180.0,30.0,0.3040960,0
3.0,0.0,270.0,-30.0,0.3040960,0
3.0,0.0,270.0,0.0,0.3040960,0
3.0,0.0,270.0,30.0,0.3040960,0
4.0,0.0,0.0,-30.0,0.0450027,3
4.0,0.0,0.0,0.0,0.0450027,3
4.0,0.0,0.0,30.0,0.0450027,3
4.0,0.0,90.0,-30.0,0.1292978,1
4.0,0.0,90.0,0.0,0.0450027,3
4.0,0.0,90.0,30.0,0.0450027,3
4.0,0.0,180.0,-30.0,0.3040960,0
4.0,0.0,180.0,0.0,0.3040960,0
4.0,0.0,180.0,30.0,0.3040960,0
4.0,0.0,270.0,-30.0,0.3040960,0
4.0,0.0,270.0,0.0,0.3040960,0
4.0,0.0,270.0,30.0,0.3040960,0
5.0,0.0,0.0,-30.0,0.0450027,3
5.0,0.0,0.0,0.0,0.0450027,3
5.0,0.0,0.0,30.0,0.0450027,3
5.0,0.0,90.0,-30.0,0.0450027,3
5.0,0.0,90.0,0.0,0.0450027,3
5.0,0.0,90.0,30.0,0.0450027,3
5.0,0.0,180.0,-30.0,0.3040960,0
5.0,0.0,180.0,0.0,0.3040960,0
5.0,0.0,180.0,30.0,0.3040960,0
5.0,0.0,270.0,-30.0,0.3040960,0
5.0,0.0,270.0,0.0,0.3040960,0
5.0,0.0,270.0,30.0,0.3040960,0
6.0,0.0,0.0,-30.0,0.0450027,3
6.0,0.0,0.0,0.0,0.0450027,3
6.0,0.0,0.0,30.0,0.0450027,3
6.0,0.0,90.0,-30.0,0.0450027,3
6.0,0.0,90.0,0.0,0.0450027,3
6.0,0.0,90.0,30.0,0.0450027,3
6.0,0.0,180.0,-30.0,0.3040960,0
6.0,0.0,180.0,0.0,0.3040960,0
6.0,0.0,180.0,30.0,0.3040960,0
6.0,0.0,270.0,-30.0,0.3040960,0
6.0,0.0,270.0,0.0,0.3040960,0
6.0,0.0,270.0,30.0,0.3040960,0
7.0,0.0,0.0,-30.0,0.0450027,3
7.0,0.0,0.0,0.0,0.0450027,3
7.0,0.0,0.0,30.0,0.0450027,3
7.0,0.0,90.0,-30.0,0.0450027,3
7.0,0.0,90.0,0.0,0.0450027,3
7.0,0.0,90.0,30.0,0.0450027,3
7.0,0.0,180.0,-30.0,0.3040960,0
7.0,0.0,180.0,0.0,0.3040960,0
7.0,0.0,180.0,30.0,0.3040960,0
7.0,0.0,270.0,-30.0,0.3040960,0
7.0,0.0,270.0,0.0,0.3040960,0
7.0,0.0,270.0,30.0,0.3040960,0
8.0,0.0,0.0,-30.0,0.0450027,3
8.0,0.0,0.0,0.0,0.0450027,3
8.0,0.0,0.0,30.0,0.3040960,0
8.0,0.0,90.0,-30.0,0.0450027,3
8.0,0.0,90.0,0.0,0.0450027,3
8.0,0.0,90.0,30.0,0.0450027,3
8.0,0.0,180.0,-30.0,0.3040960,0
8.0,0.0,180.0,0.0,0.3040960,0
8.0,0.0,180.0,30.0,0.3040960,0
